id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
37858,Strark,android web,Referral,1/12/16,1/21/16,1/21/16,Chevrolet,Impala,2008,NA
37859,Strark,ios web,Organic,1/29/16,NA,NA,,,NA,NA
37860,Berton,android web,Referral,1/12/16,1/30/16,NA,,,NA,NA
37861,Berton,,Referral,1/3/16,NA,NA,,,NA,NA
37862,Wrouver,android web,Referral,1/23/16,1/29/16,1/31/16,Ford,Focus,2014,2/9/16
37863,Berton,,Referral,1/7/16,NA,NA,,,NA,NA
37864,Wrouver,ios web,Paid,1/25/16,1/25/16,NA,,,NA,NA
37865,Strark,windows,Organic,1/3/16,1/22/16,NA,,,NA,NA
37866,Strark,android web,Paid,1/3/16,NA,NA,,,NA,NA
37867,Strark,android web,Referral,1/9/16,1/16/16,1/16/16,Honda,Accord,2001,1/22/16
37868,Berton,ios web,Referral,1/11/16,1/12/16,1/13/16,Toyota,Camry,2016,2/8/16
37869,Strark,mac,Referral,1/6/16,1/11/16,1/15/16,Subaru,XV Crosstrek,2014,1/15/16
37870,Strark,ios web,Paid,1/17/16,1/19/16,1/20/16,Honda,Accord,2012,1/20/16
37871,Wrouver,other,Paid,1/21/16,2/1/16,NA,,,NA,NA
37872,Strark,mac,Paid,1/16/16,NA,NA,,,NA,NA
37873,Berton,android web,Referral,1/22/16,1/24/16,1/29/16,Toyota,Camry,2015,1/29/16
37874,Berton,ios web,Paid,1/20/16,1/21/16,NA,,,NA,NA
37875,Berton,other,Paid,1/18/16,1/20/16,NA,,,NA,NA
37876,Strark,android web,Referral,1/10/16,1/10/16,NA,,,NA,NA
37877,Wrouver,ios web,Paid,1/27/16,1/28/16,NA,,,NA,NA
37878,Strark,ios web,Paid,1/7/16,1/11/16,NA,,,NA,NA
37879,Berton,ios web,Referral,1/3/16,1/14/16,1/17/16,Nissan,Sentra,2015,1/21/16
37880,Berton,android web,Organic,1/28/16,2/6/16,2/13/16,Mercedes-Benz,C-Class,2013,NA
37881,Strark,ios web,Organic,1/27/16,1/29/16,2/1/16,Mercedes-Benz,C-Class,2010,2/4/16
37882,Strark,ios web,Paid,1/18/16,NA,NA,,,NA,NA
37883,Berton,mac,Referral,1/4/16,1/19/16,2/6/16,Nissan,Versa,2015,NA
37884,Strark,windows,Organic,1/7/16,1/12/16,NA,,,NA,NA
37885,Strark,mac,Organic,1/18/16,1/24/16,NA,,,NA,NA
37886,Berton,android web,Paid,1/9/16,1/28/16,NA,,,NA,NA
37887,Berton,,Referral,1/5/16,1/5/16,1/12/16,Subaru,Impreza,2013,NA
37888,Strark,android web,Referral,1/11/16,1/28/16,2/28/16,Dodge,Dart,2015,NA
37889,Berton,windows,Paid,1/4/16,1/4/16,1/6/16,Kia,Soul,2016,1/8/16
37890,Wrouver,mac,Organic,1/26/16,2/4/16,2/23/16,Toyota,Camry Hybrid,2009,NA
37891,Berton,ios web,Referral,1/20/16,2/6/16,2/26/16,Toyota,Highlander,2006,NA
37892,Strark,other,Referral,1/10/16,1/25/16,2/10/16,Nissan,Rogue,2015,NA
37893,Strark,ios web,Referral,1/12/16,1/23/16,NA,,,NA,NA
37894,Wrouver,ios web,Organic,1/19/16,2/17/16,NA,,,NA,NA
37895,Strark,ios web,Paid,1/20/16,1/23/16,NA,,,NA,NA
37896,Strark,windows,Paid,1/14/16,2/6/16,2/14/16,Honda,Civic,2016,NA
37897,Berton,other,Paid,1/15/16,NA,NA,,,NA,NA
37898,Wrouver,mac,Referral,1/7/16,1/16/16,NA,,,NA,NA
37899,Berton,ios web,Paid,1/9/16,2/12/16,NA,,,NA,NA
37900,Strark,other,Paid,1/26/16,NA,NA,,,NA,NA
37901,Strark,windows,Paid,1/26/16,2/8/16,NA,,,NA,NA
37902,Strark,ios web,Referral,1/9/16,1/9/16,1/9/16,Honda,CR-V,2008,1/24/16
37903,Berton,ios web,Paid,1/4/16,NA,NA,,,NA,NA
37904,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
37905,Strark,windows,Referral,1/11/16,1/14/16,1/25/16,BMW,5-series,2014,NA
37906,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
37907,Strark,android web,Organic,1/1/16,NA,NA,,,NA,NA
37908,Wrouver,other,Organic,1/2/16,1/15/16,1/15/16,Toyota,RAV4,2013,1/17/16
37909,Strark,android web,Paid,1/30/16,NA,NA,,,NA,NA
37910,Strark,other,Paid,1/27/16,NA,NA,,,NA,NA
37911,Wrouver,,Organic,1/24/16,1/26/16,NA,,,NA,NA
37912,Berton,ios web,Organic,1/6/16,1/10/16,1/13/16,Toyota,Prius C,2015,NA
37913,Strark,other,Organic,1/24/16,NA,NA,,,NA,NA
37914,Berton,windows,Paid,1/1/16,1/25/16,NA,,,NA,NA
37915,Berton,windows,Organic,1/4/16,1/30/16,NA,,,NA,NA
37916,Berton,android web,Referral,1/18/16,1/19/16,NA,,,NA,NA
37917,Berton,other,Paid,1/8/16,NA,NA,,,NA,NA
37918,Berton,ios web,Paid,1/25/16,1/27/16,1/27/16,Infiniti,G Sedan,2013,NA
37919,Berton,ios web,Referral,1/4/16,1/5/16,1/6/16,Subaru,Impreza,2010,1/20/16
37920,Berton,ios web,Referral,1/8/16,1/11/16,1/21/16,Nissan,Altima,2013,2/5/16
37921,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
37922,Berton,ios web,Referral,1/9/16,1/10/16,1/11/16,Toyota,Prius V,2014,NA
37923,Berton,android web,Paid,1/24/16,1/26/16,NA,,,NA,NA
37924,Strark,,Organic,1/25/16,NA,NA,,,NA,NA
37925,Wrouver,android web,Referral,1/12/16,1/12/16,1/13/16,Volkswagen,Jetta,2010,2/1/16
37926,Strark,android web,Paid,1/25/16,1/25/16,NA,,,NA,NA
37927,Berton,android web,Paid,1/18/16,1/28/16,2/1/16,Toyota,Prius,2015,NA
37928,Berton,android web,Referral,1/8/16,1/9/16,NA,,,NA,NA
37929,Berton,ios web,Paid,1/24/16,1/28/16,NA,,,NA,NA
37930,Berton,ios web,Paid,1/28/16,NA,NA,,,NA,NA
37931,Berton,other,Organic,1/28/16,2/11/16,NA,,,NA,NA
37932,Berton,windows,Organic,1/2/16,1/17/16,1/29/16,Nissan,Pathfinder,2014,NA
37933,Berton,android web,Referral,1/7/16,1/22/16,1/21/16,Chevrolet,Impala,2004,NA
37934,Strark,android web,Referral,1/11/16,1/15/16,1/24/16,Toyota,Sienna,2014,1/24/16
37935,Strark,ios web,Organic,1/13/16,1/25/16,NA,,,NA,NA
37936,Berton,,Referral,1/9/16,NA,NA,,,NA,NA
37937,Strark,android web,Paid,1/14/16,2/8/16,2/22/16,Hyundai,Sonata,2013,NA
37938,Strark,android web,Organic,1/14/16,2/5/16,NA,,,NA,NA
37939,Wrouver,mac,Organic,1/29/16,2/7/16,2/7/16,Toyota,Prius,2009,2/9/16
37940,Wrouver,android web,Referral,1/20/16,NA,NA,,,NA,NA
37941,Strark,ios web,Referral,1/10/16,1/28/16,NA,,,NA,NA
37942,Berton,ios web,Organic,1/22/16,1/26/16,NA,,,NA,NA
37943,Strark,mac,Organic,1/20/16,2/11/16,NA,,,NA,NA
37944,Strark,android web,Paid,1/24/16,NA,NA,,,NA,NA
37945,Berton,android web,Referral,1/26/16,2/6/16,2/7/16,Toyota,Corolla,2016,NA
37946,Strark,ios web,Paid,1/20/16,2/7/16,NA,,,NA,NA
37947,Berton,mac,Paid,1/12/16,NA,NA,,,NA,NA
37948,Strark,ios web,Referral,1/5/16,1/21/16,NA,,,NA,NA
37949,Strark,ios web,Paid,1/19/16,1/19/16,1/19/16,BMW,3-series,2012,NA
37950,Strark,mac,Paid,1/17/16,2/14/16,NA,,,NA,NA
37951,Strark,other,Organic,1/26/16,NA,NA,,,NA,NA
37952,Strark,ios web,Referral,1/8/16,2/3/16,NA,,,NA,NA
37953,Berton,ios web,Organic,1/16/16,2/15/16,2/27/16,BMW,5-series,2004,NA
37954,Strark,mac,Organic,1/12/16,2/11/16,NA,,,NA,NA
37955,Berton,mac,Referral,1/4/16,1/4/16,1/4/16,Honda,Accord,2010,NA
37956,Berton,mac,Paid,1/28/16,2/8/16,NA,,,NA,NA
37957,Strark,ios web,Paid,1/10/16,2/1/16,NA,,,NA,NA
37958,Strark,mac,Organic,1/24/16,1/26/16,NA,,,NA,NA
37959,Berton,ios web,Paid,1/7/16,2/13/16,2/18/16,Scion,iM,2016,NA
37960,Berton,ios web,Referral,1/4/16,1/16/16,NA,,,NA,NA
37961,Berton,ios web,Paid,1/5/16,1/22/16,NA,,,NA,NA
37962,Strark,ios web,Referral,1/28/16,1/28/16,2/24/16,Toyota,Corolla,2014,NA
37963,Berton,android web,Referral,1/4/16,1/13/16,NA,,,NA,NA
37964,Strark,android web,Referral,1/4/16,NA,NA,,,NA,NA
37965,Berton,android web,Organic,1/24/16,1/27/16,NA,,,NA,NA
37966,Strark,mac,Referral,1/16/16,1/18/16,1/22/16,Toyota,Prius V,2015,1/24/16
37967,Berton,mac,Paid,1/5/16,1/25/16,NA,,,NA,NA
37968,Berton,,Referral,1/7/16,1/23/16,NA,,,NA,NA
37969,Strark,ios web,Organic,1/20/16,1/27/16,NA,,,NA,NA
37970,Strark,ios web,Organic,1/17/16,1/22/16,1/28/16,BMW,5-series,2004,1/30/16
37971,Strark,ios web,Paid,1/7/16,NA,2/14/16,Hyundai,Elantra,2012,NA
37972,Berton,other,Paid,1/15/16,1/18/16,NA,,,NA,NA
37973,Strark,windows,Paid,1/2/16,1/8/16,NA,,,NA,NA
37974,Berton,windows,Organic,1/9/16,1/21/16,1/24/16,Toyota,Prius,2006,NA
37975,Berton,android web,Paid,1/21/16,1/21/16,1/22/16,Nissan,Pathfinder,2006,NA
37976,Berton,mac,Organic,1/27/16,1/31/16,NA,,,NA,NA
37977,Wrouver,,Organic,1/21/16,NA,NA,,,NA,NA
37978,Berton,ios web,Paid,1/23/16,NA,NA,,,NA,NA
37979,Strark,ios web,Referral,1/27/16,NA,NA,,,NA,NA
37980,Strark,ios web,Organic,1/14/16,NA,NA,,,NA,NA
37981,Strark,ios web,Organic,1/7/16,NA,NA,,,NA,NA
37982,Strark,android web,Referral,1/2/16,1/6/16,2/10/16,BMW,3-series,2015,NA
37983,Wrouver,mac,Paid,1/21/16,1/23/16,NA,,,NA,NA
37984,Strark,other,Referral,1/13/16,1/13/16,1/13/16,Honda,CR-V,2015,1/16/16
37985,Strark,,Referral,1/11/16,NA,NA,,,NA,NA
37986,Strark,android web,Organic,1/23/16,NA,NA,,,NA,NA
37987,Wrouver,android web,Organic,1/11/16,1/15/16,NA,,,NA,NA
37988,Strark,,Organic,1/21/16,NA,NA,,,NA,NA
37989,Strark,ios web,Organic,1/16/16,1/18/16,2/2/16,Acura,RDX,2015,NA
37990,Strark,ios web,Referral,1/23/16,NA,NA,,,NA,NA
37991,Berton,android web,Paid,1/14/16,NA,NA,,,NA,NA
37992,Berton,android web,Organic,1/20/16,2/8/16,NA,,,NA,NA
37993,Strark,ios web,Paid,1/29/16,2/16/16,NA,,,NA,NA
37994,Strark,android web,Paid,1/2/16,2/7/16,NA,,,NA,NA
37995,Berton,ios web,Organic,1/15/16,NA,NA,,,NA,NA
37996,Berton,android web,Paid,1/3/16,1/16/16,NA,,,NA,NA
37997,Berton,windows,Referral,1/25/16,2/22/16,NA,,,NA,NA
37998,Wrouver,ios web,Paid,1/29/16,1/30/16,2/7/16,GMC,Terrain,2016,NA
37999,Strark,android web,Referral,1/22/16,2/10/16,NA,,,NA,NA
38000,Berton,android web,Referral,1/26/16,2/9/16,NA,,,NA,NA
38001,Strark,ios web,Paid,1/21/16,1/21/16,NA,,,NA,NA
38002,Strark,mac,Referral,1/22/16,1/25/16,NA,,,NA,NA
38003,Berton,ios web,Organic,1/18/16,1/18/16,NA,,,NA,NA
38004,Strark,ios web,Organic,1/22/16,2/1/16,NA,,,NA,NA
38005,Strark,windows,Paid,1/19/16,1/19/16,1/19/16,Toyota,Prius,2007,1/21/16
38006,Berton,ios web,Paid,1/15/16,1/15/16,NA,,,NA,1/17/16
38007,Wrouver,ios web,Paid,1/2/16,1/3/16,NA,,,NA,NA
38008,Berton,android web,Paid,1/26/16,1/30/16,1/31/16,Honda,Civic,2012,NA
38009,Strark,android web,Paid,1/27/16,2/8/16,2/10/16,Honda,Civic,2012,NA
38010,Berton,mac,Referral,1/29/16,1/29/16,1/31/16,Volkswagen,Passat,2015,2/1/16
38011,Strark,windows,Organic,1/6/16,1/9/16,1/9/16,Honda,Accord,2004,NA
38012,Berton,ios web,Paid,1/19/16,1/29/16,NA,,,NA,NA
38013,Berton,android web,Organic,1/14/16,1/15/16,NA,,,NA,NA
38014,Strark,mac,Organic,1/12/16,1/19/16,NA,,,NA,NA
38015,Strark,ios web,Referral,1/3/16,1/10/16,1/29/16,Toyota,RAV4,2004,NA
38016,Berton,android web,Organic,1/23/16,1/25/16,1/25/16,Honda,Civic,2013,2/8/16
38017,Strark,mac,Organic,1/11/16,2/2/16,NA,,,NA,NA
38018,Strark,,Organic,1/30/16,NA,NA,,,NA,NA
38019,Strark,ios web,Organic,1/30/16,2/17/16,NA,,,NA,NA
38020,Berton,ios web,Paid,1/24/16,2/14/16,NA,,,NA,NA
38021,Berton,ios web,Paid,1/10/16,2/16/16,NA,,,NA,NA
38022,Strark,ios web,Referral,1/4/16,1/14/16,2/3/16,Toyota,Camry,2014,NA
38023,Strark,windows,Referral,1/17/16,1/17/16,NA,,,NA,NA
38024,Berton,ios web,Referral,1/4/16,1/13/16,NA,,,NA,NA
38025,Berton,android web,Referral,1/19/16,NA,NA,,,NA,NA
38026,Berton,ios web,Referral,1/20/16,1/22/16,NA,,,NA,NA
38027,Berton,windows,Organic,1/3/16,1/11/16,1/14/16,Toyota,Yaris,2009,1/18/16
38028,Strark,windows,Paid,1/27/16,1/30/16,NA,,,NA,NA
38029,Strark,android web,Organic,1/7/16,1/7/16,NA,,,NA,NA
38030,Strark,ios web,Paid,1/28/16,2/4/16,1/30/16,Toyota,Prius,2014,2/11/16
38031,Berton,ios web,Paid,1/17/16,2/8/16,NA,,,NA,NA
38032,Strark,,Organic,1/15/16,2/8/16,NA,,,NA,NA
38033,Wrouver,,Organic,1/25/16,2/7/16,NA,,,NA,NA
38034,Strark,mac,Referral,1/5/16,1/22/16,1/22/16,Nissan,Altima,2015,1/23/16
38035,Berton,android web,Referral,1/6/16,1/6/16,1/6/16,Toyota,Camry,2014,1/18/16
38036,Strark,android web,Paid,1/27/16,1/28/16,NA,,,NA,NA
38037,Berton,mac,Referral,1/6/16,1/12/16,1/11/16,Toyota,Camry,2011,NA
38038,Strark,ios web,Organic,1/26/16,NA,NA,,,NA,NA
38039,Strark,android web,Referral,1/3/16,1/3/16,1/4/16,BMW,7-series,2014,1/8/16
38040,Strark,android web,Paid,1/11/16,1/25/16,NA,,,NA,NA
38041,Strark,mac,Referral,1/6/16,1/7/16,1/8/16,Volvo,V50,2011,1/15/16
38042,Strark,android web,Referral,1/3/16,1/28/16,NA,,,NA,NA
38043,Strark,ios web,Organic,1/20/16,1/22/16,NA,,,NA,NA
38044,Strark,ios web,Referral,1/30/16,2/7/16,NA,,,NA,NA
38045,Wrouver,mac,Referral,1/10/16,1/29/16,NA,,,NA,NA
38046,Strark,,Referral,1/8/16,1/12/16,1/13/16,Ford,Flex,2011,1/20/16
38047,Strark,ios web,Referral,1/8/16,NA,NA,,,NA,NA
38048,Berton,android web,Paid,1/14/16,1/23/16,NA,,,NA,NA
38049,Strark,android web,Referral,1/8/16,1/10/16,NA,,,NA,NA
38050,Wrouver,other,Organic,1/14/16,NA,NA,,,NA,NA
38051,Strark,ios web,Referral,1/21/16,1/26/16,NA,,,NA,NA
38052,Wrouver,windows,Paid,1/6/16,1/10/16,1/17/16,Acura,TSX,2008,1/28/16
38053,Berton,android web,Referral,1/2/16,1/29/16,NA,,,NA,NA
38054,Strark,windows,Paid,1/6/16,1/21/16,NA,,,NA,NA
38055,Strark,ios web,Organic,1/20/16,2/5/16,NA,,,NA,NA
38056,Strark,ios web,Paid,1/27/16,2/15/16,2/20/16,Honda,Civic,2007,NA
38057,Strark,,Referral,1/1/16,1/24/16,NA,,,NA,NA
38058,Berton,ios web,Referral,1/11/16,1/12/16,1/12/16,Hyundai,Sonata,2016,1/13/16
38059,Berton,android web,Referral,1/7/16,1/31/16,2/2/16,Toyota,Corolla,2012,NA
38060,Berton,android web,Referral,1/25/16,1/27/16,NA,,,NA,NA
38061,Berton,mac,Organic,1/5/16,1/10/16,NA,,,NA,NA
38062,Strark,android web,Paid,1/3/16,1/6/16,NA,,,NA,NA
38063,Berton,ios web,Organic,1/18/16,1/22/16,NA,,,NA,NA
38064,Wrouver,ios web,Paid,1/26/16,NA,NA,,,NA,NA
38065,Strark,ios web,Paid,1/16/16,2/13/16,NA,,,NA,NA
38066,Strark,mac,Paid,1/10/16,1/12/16,NA,,,NA,NA
38067,Strark,,Referral,1/7/16,NA,NA,,,NA,NA
38068,Berton,ios web,Organic,1/30/16,2/13/16,NA,,,NA,NA
38069,Wrouver,ios web,Paid,1/14/16,2/5/16,NA,,,NA,NA
38070,Strark,android web,Paid,1/6/16,NA,NA,,,NA,NA
38071,Berton,,Organic,1/11/16,1/31/16,NA,,,NA,NA
38072,Berton,,Referral,1/5/16,NA,NA,,,NA,NA
38073,Wrouver,android web,Referral,1/15/16,NA,NA,,,NA,NA
38074,Berton,android web,Organic,1/8/16,NA,NA,,,NA,NA
38075,Strark,ios web,Referral,1/14/16,2/2/16,NA,,,NA,NA
38076,Strark,,Referral,1/21/16,2/19/16,2/21/16,Mercedes-Benz,GLK-Class,2010,NA
38077,Strark,mac,Referral,1/2/16,1/15/16,NA,,,NA,NA
38078,Berton,,Organic,1/25/16,NA,NA,,,NA,NA
38079,Berton,ios web,Referral,1/25/16,1/26/16,1/27/16,Lexus,CT Hybrid,2012,2/5/16
38080,Strark,android web,Referral,1/19/16,2/17/16,2/17/16,Toyota,Prius C,2012,NA
38081,Berton,,Organic,1/21/16,NA,NA,,,NA,NA
38082,Berton,other,Organic,1/15/16,1/28/16,NA,,,NA,NA
38083,Strark,ios web,Paid,1/26/16,1/31/16,2/10/16,Toyota,Camry,2007,NA
38084,Berton,ios web,Paid,1/13/16,1/16/16,NA,,,NA,NA
38085,Berton,ios web,Referral,1/29/16,2/4/16,NA,,,NA,NA
38086,Strark,windows,Paid,1/21/16,1/31/16,NA,,,NA,NA
38087,Berton,ios web,Paid,1/23/16,NA,NA,,,NA,NA
38088,Strark,android web,Referral,1/7/16,1/11/16,NA,,,NA,NA
38089,Strark,ios web,Organic,1/18/16,NA,NA,,,NA,NA
38090,Strark,mac,Paid,1/27/16,1/27/16,1/27/16,Toyota,Camry,2001,NA
38091,Wrouver,ios web,Referral,1/1/16,1/1/16,1/3/16,Hyundai,Elantra,2016,1/12/16
38092,Berton,ios web,Paid,1/12/16,1/14/16,NA,,,NA,NA
38093,Strark,mac,Paid,1/18/16,1/19/16,NA,,,NA,NA
38094,Strark,windows,Organic,1/7/16,1/13/16,NA,,,NA,NA
38095,Berton,ios web,Referral,1/13/16,1/17/16,2/21/16,Nissan,Altima,2007,NA
38096,Berton,android web,Referral,1/28/16,1/31/16,NA,,,NA,NA
38097,Strark,,Organic,1/24/16,1/30/16,NA,,,NA,NA
38098,Wrouver,android web,Referral,1/14/16,1/15/16,1/16/16,Volkswagen,Jetta,2015,1/20/16
38099,Strark,ios web,Referral,1/11/16,1/30/16,NA,,,NA,NA
38100,Berton,android web,Referral,1/28/16,1/28/16,1/30/16,Volkswagen,Tiguan,2012,2/16/16
38101,Berton,windows,Paid,1/20/16,1/20/16,NA,,,NA,NA
38102,Strark,ios web,Referral,1/17/16,1/25/16,NA,,,NA,NA
38103,Strark,ios web,Paid,1/7/16,1/22/16,NA,,,NA,NA
38104,Berton,android web,Paid,1/12/16,1/23/16,NA,,,NA,NA
38105,Berton,ios web,Referral,1/4/16,1/9/16,1/9/16,Nissan,Sentra,2015,1/13/16
38106,Berton,ios web,Organic,1/9/16,2/14/16,NA,,,NA,NA
38107,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
38108,Berton,windows,Paid,1/16/16,1/28/16,NA,,,NA,NA
38109,Strark,windows,Organic,1/23/16,1/25/16,1/26/16,GMC,Envoy,2006,2/16/16
38110,Strark,mac,Referral,1/7/16,NA,NA,,,NA,NA
38111,Wrouver,android web,Paid,1/29/16,2/5/16,NA,,,NA,NA
38112,Berton,,Referral,1/4/16,NA,NA,,,NA,NA
38113,Wrouver,ios web,Organic,1/22/16,1/27/16,1/29/16,Volkswagen,Jetta,2009,2/2/16
38114,Strark,ios web,Paid,1/1/16,1/21/16,NA,,,NA,NA
38115,Strark,mac,Paid,1/23/16,1/29/16,2/11/16,Toyota,Camry,2007,NA
38116,Strark,android web,Paid,1/6/16,2/3/16,NA,,,NA,NA
38117,Strark,android web,Referral,1/25/16,2/10/16,NA,,,NA,NA
38118,Berton,other,Organic,1/1/16,1/1/16,NA,,,NA,NA
38119,Berton,ios web,Paid,1/7/16,NA,NA,,,NA,NA
38120,Strark,ios web,Organic,1/12/16,1/13/16,NA,,,NA,NA
38121,Strark,ios web,Paid,1/10/16,2/22/16,NA,,,NA,NA
38122,Berton,ios web,Paid,1/20/16,1/21/16,NA,,,NA,NA
38123,Strark,mac,Paid,1/21/16,1/29/16,2/17/16,Nissan,Frontier,2015,NA
38124,Berton,other,Organic,1/27/16,NA,NA,,,NA,NA
38125,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
38126,Berton,,Referral,1/4/16,1/21/16,1/25/16,Ford,Focus,2013,NA
38127,Strark,mac,Referral,1/18/16,1/20/16,NA,,,NA,NA
38128,Strark,ios web,Organic,1/16/16,1/20/16,NA,,,NA,NA
38129,Berton,mac,Paid,1/25/16,2/1/16,NA,,,NA,NA
38130,Berton,ios web,Referral,1/13/16,1/19/16,1/19/16,Toyota,Camry,2013,1/23/16
38131,Wrouver,android web,Referral,1/15/16,1/22/16,NA,,,NA,NA
38132,Strark,windows,Organic,1/4/16,1/19/16,2/22/16,Mercedes-Benz,C-Class,2008,NA
38133,Strark,mac,Referral,1/25/16,1/31/16,2/12/16,Toyota,Corolla,2015,2/18/16
38134,Strark,ios web,Paid,1/26/16,2/10/16,NA,,,NA,NA
38135,Strark,android web,Organic,1/11/16,1/28/16,NA,,,NA,NA
38136,Wrouver,windows,Referral,1/7/16,1/14/16,1/22/16,Hyundai,Sonata,2011,1/22/16
38137,Strark,mac,Paid,1/25/16,2/10/16,NA,,,NA,NA
38138,Berton,windows,Paid,1/7/16,1/7/16,NA,,,NA,NA
38139,Strark,windows,Organic,1/4/16,1/4/16,1/5/16,Ford,Fiesta,2013,1/9/16
38140,Strark,android web,Paid,1/14/16,1/14/16,NA,,,NA,NA
38141,Berton,ios web,Paid,1/14/16,1/16/16,NA,,,NA,NA
38142,Strark,other,Referral,1/11/16,2/4/16,NA,,,NA,NA
38143,Berton,ios web,Referral,1/22/16,1/23/16,NA,,,NA,NA
38144,Strark,windows,Paid,1/5/16,2/1/16,NA,,,NA,NA
38145,Strark,android web,Referral,1/6/16,1/6/16,1/6/16,Honda,Accord,2016,1/9/16
38146,Berton,windows,Organic,1/5/16,NA,NA,,,NA,NA
38147,Wrouver,ios web,Organic,1/26/16,2/9/16,NA,,,NA,NA
38148,Berton,android web,Paid,1/25/16,2/1/16,NA,,,NA,NA
38149,Strark,mac,Paid,1/14/16,NA,NA,,,NA,NA
38150,Strark,ios web,Referral,1/18/16,1/18/16,1/18/16,Chrysler,300,2015,1/27/16
38151,Strark,mac,Referral,1/4/16,2/1/16,2/19/16,Mercedes-Benz,ML 350,2010,NA
38152,Berton,,Referral,1/10/16,1/28/16,NA,,,NA,NA
38153,Berton,ios web,Referral,1/6/16,1/25/16,NA,,,NA,NA
38154,Wrouver,ios web,Referral,1/3/16,1/3/16,NA,,,NA,NA
38155,Strark,ios web,Referral,1/4/16,1/6/16,1/7/16,Honda,Accord,2013,1/12/16
38156,Strark,ios web,Referral,1/3/16,NA,NA,,,NA,NA
38157,Strark,mac,Referral,1/25/16,1/27/16,1/29/16,Subaru,Outback,2006,2/2/16
38158,Strark,android web,Paid,1/19/16,2/3/16,NA,,,NA,NA
38159,Berton,ios web,Paid,1/9/16,1/18/16,NA,,,NA,NA
38160,Berton,windows,Referral,1/18/16,1/20/16,NA,,,NA,NA
38161,Berton,windows,Organic,1/14/16,2/22/16,NA,,,NA,NA
38162,Strark,,Organic,1/25/16,1/27/16,2/9/16,Dodge,Journey,2009,NA
38163,Strark,android web,Referral,1/20/16,2/17/16,2/20/16,Honda,Civic,2015,NA
38164,Strark,windows,Organic,1/14/16,1/19/16,NA,,,NA,NA
38165,Berton,windows,Organic,1/2/16,1/14/16,NA,,,NA,NA
38166,Strark,windows,Paid,1/9/16,NA,NA,,,NA,NA
38167,Strark,mac,Organic,1/30/16,1/30/16,NA,,,NA,NA
38168,Berton,ios web,Referral,1/5/16,1/21/16,1/26/16,Lexus,ES,2015,NA
38169,Berton,other,Paid,1/13/16,1/14/16,1/17/16,Honda,Odyssey,2011,1/19/16
38170,Strark,ios web,Paid,1/18/16,2/17/16,2/22/16,Nissan,Pathfinder,2015,NA
38171,Strark,android web,Referral,1/12/16,2/19/16,NA,,,NA,NA
38172,Strark,mac,Organic,1/4/16,1/30/16,2/13/16,Nissan,Altima,2007,NA
38173,Strark,android web,Paid,1/6/16,NA,NA,,,NA,NA
38174,Strark,android web,Paid,1/26/16,1/28/16,1/28/16,Honda,Civic,2013,NA
38175,Strark,ios web,Referral,1/24/16,1/24/16,1/24/16,Hyundai,Sonata,2013,1/29/16
38176,Strark,windows,Paid,1/4/16,1/31/16,2/6/16,Infiniti,G Sedan,2013,NA
38177,Strark,ios web,Paid,1/14/16,1/27/16,2/3/16,Cadillac,Escalade,2004,NA
38178,Berton,ios web,Paid,1/24/16,NA,NA,,,NA,NA
38179,Strark,windows,Paid,1/11/16,2/20/16,NA,,,NA,NA
38180,Strark,windows,Organic,1/14/16,1/16/16,2/4/16,Ford,Mustang,2013,NA
38181,Strark,ios web,Paid,1/16/16,2/10/16,NA,,,NA,NA
38182,Berton,other,Referral,1/25/16,1/30/16,1/30/16,Honda,Accord,2005,1/31/16
38183,Berton,android web,Referral,1/23/16,1/23/16,2/5/16,Nissan,Maxima,2012,2/5/16
38184,Strark,ios web,Organic,1/3/16,1/23/16,NA,,,NA,NA
38185,Strark,ios web,Referral,1/4/16,1/5/16,1/15/16,Nissan,Versa,2007,NA
38186,Berton,ios web,Organic,1/29/16,1/30/16,2/9/16,Hyundai,Sonata,2015,NA
38187,Strark,ios web,Organic,1/12/16,1/30/16,2/8/16,Kia,Sorento,2016,NA
38188,Strark,android web,Referral,1/26/16,2/9/16,2/25/16,Volkswagen,CC,2013,NA
38189,Berton,,Referral,1/6/16,NA,NA,,,NA,NA
38190,Strark,android web,Organic,1/14/16,NA,NA,,,NA,NA
38191,Berton,android web,Paid,1/27/16,2/9/16,NA,,,NA,NA
38192,Strark,android web,Paid,1/26/16,2/9/16,NA,,,NA,NA
38193,Strark,ios web,Paid,1/4/16,1/4/16,1/5/16,Lexus,GS,2006,1/5/16
38194,Berton,windows,Referral,1/24/16,2/4/16,2/18/16,Mazda,MAZDA6,2014,NA
38195,Strark,windows,Paid,1/20/16,2/4/16,NA,,,NA,NA
38196,Strark,mac,Paid,1/28/16,1/29/16,NA,,,NA,NA
38197,Strark,ios web,Referral,1/29/16,2/14/16,NA,,,NA,NA
38198,Berton,windows,Paid,1/7/16,NA,NA,,,NA,NA
38199,Berton,windows,Paid,1/17/16,1/17/16,NA,,,NA,NA
